model,fold_id,uf,onset_week_error,peak_timing_error,peak_magnitude_error,total_cases_error
gru_negbin,2,MS,-12.0,-1,-0.19445097359125393,0.016894909878851696
gru_negbin,2,MT,-6.0,-3,-0.9695086961931756,-0.5909668528407883
gru_negbin,2,PA,-12.0,0,-1.8845948377993107,-1.5196212059647483
gru_negbin,2,PB,-1.0,7,-0.9295489668388635,0.13669093168626295
gru_negbin,2,PE,13.0,6,-0.48866781016776883,0.06209304704282618
gru_negbin,2,PI,-12.0,7,-2.2276351573317985,-1.4885330250320643
gru_negbin,2,PR,-5.0,0,-1.8610763597653162,-1.7481625741363864
gru_negbin,2,RJ,-8.0,7,-2.9341209310996508,-2.1094517388170755
gru_negbin,2,RN,-3.0,9,-1.4765751925192134,-0.07705093281671382
gru_negbin,2,RO,-1.0,-3,-1.1419208157583698,-0.21334042495051245
gru_negbin,2,RR,0.0,5,-1.6094379124341005,-0.8729032237605637
gru_negbin,2,RS,1.0,-1,-1.5205673184799169,-1.54062106850849
gru_negbin,2,SC,-4.0,0,-2.4367214383586475,-2.220042675679397
gru_negbin,2,SE,0.0,12,-0.8462805663015062,0.042138418818790574
gru_negbin,2,SP,-7.0,-4,-3.316224920425122,-2.7219105690191587
gru_negbin,2,TO,-1.0,-1,0.2422698174077367,0.5648879660830948
gru_negbin,3,AC,0.0,0,-0.8640092253641141,-0.7307085696499468
gru_negbin,3,AL,0.0,-25,-1.814333791266594,-0.16766726588837483
gru_negbin,3,AM,0.0,-3,-0.7408852667785735,-0.41051601040508173
gru_negbin,3,AP,0.0,3,-0.13248918304607887,0.09795753788712702
gru_negbin,3,BA,0.0,-6,-0.7643284761613512,-0.6240144789144055
gru_negbin,3,CE,0.0,-2,0.7243883700398996,0.8371428651673765
gru_negbin,3,DF,0.0,19,-0.7827593392496325,0.404098707347078
gru_negbin,3,GO,0.0,-9,-0.2644773133255603,0.01839978616181885
gru_negbin,3,MA,-13.0,-3,-0.22001365830528213,-0.013286853118592377
gru_negbin,3,MG,-2.0,6,-1.0861116894190734,-0.852847099297146
gru_negbin,3,MS,-5.0,-3,0.5792919050157338,0.7037955558150364
gru_negbin,3,MT,-6.0,9,-1.1355937724247473,-0.36010495722654157
gru_negbin,3,PA,-1.0,1,-0.5939864751905056,-0.552698012399134
gru_negbin,3,PB,0.0,9,-0.3566749439387323,0.10394623980977578
gru_negbin,3,PE,0.0,-18,-1.331512014927684,-0.5639077164499539
gru_negbin,3,PI,1.0,-3,-0.5585246803530881,-0.4943378342012702
gru_negbin,3,PR,-3.0,0,0.57293612995685,0.7338477725781543
gru_negbin,3,RJ,0.0,1,-1.2730328101823531,-0.7388372541864427
gru_negbin,3,RN,0.0,1,-0.12927118627951242,-0.28328294518138625
gru_negbin,3,RO,-5.0,-9,-0.9931109378575965,-0.10797012047907666
gru_negbin,3,RR,0.0,-27,-1.2039728043259361,-0.12465045388868745
gru_negbin,3,RS,-7.0,-3,-0.6972380557924649,-0.2989286035429156
gru_negbin,3,SC,1.0,-5,-0.016151335585717002,0.3486076012408469
gru_negbin,3,SE,0.0,-7,0.125163142954006,0.681118604694338
gru_negbin,3,SP,2.0,1,-0.7358795177405582,-0.7080430375189793
gru_negbin,3,TO,-1.0,-6,-0.003034903695154047,0.43992124091703366
gru_negbin,4,AC,0.0,1,1.417384948189922,1.0951236232808064
gru_negbin,4,AL,0.0,0,0.7504159635849296,0.6698368067706416
gru_negbin,4,AM,0.0,23,-0.6519042220258963,0.6300160689143004
gru_negbin,4,AP,0.0,-13,-0.32850406697203594,0.7823432702199687
gru_negbin,4,BA,12.0,-2,0.40578101397084515,0.4105958633214527
gru_negbin,4,CE,-3.0,-6,-0.24187333053482893,0.5932300608355473
gru_negbin,4,DF,13.0,7,1.0932407448661987,1.4019061909950101
gru_negbin,4,GO,0.0,2,-0.7451610017445013,-0.6555751117609221
gru_negbin,4,MA,0.0,-3,-1.5635459191774452,-1.399333932891468
gru_negbin,4,MG,11.0,1,1.4135259333653432,1.1750679360302088
gru_negbin,4,MS,7.0,-3,1.2225061945803934,1.5047152117190137
gru_negbin,4,MT,0.0,3,0.678859963373916,0.6918779091369862
gru_negbin,4,PA,0.0,-3,-0.41112626354290255,-0.29362696776933933
gru_negbin,4,PB,0.0,-7,0.2961189355201345,0.7611865698966129
gru_negbin,4,PE,0.0,-4,-0.3546297210919645,-0.21452697864420683
gru_negbin,4,PI,-6.0,-5,-1.2644590082585592,-0.7480077976856978
gru_negbin,4,PR,14.0,1,2.9286233406255624,2.4416853397742826
gru_negbin,4,RJ,3.0,4,1.123090415681814,1.2528746679303209
gru_negbin,4,RN,15.0,-6,0.6407286469403553,1.1809500789130247
gru_negbin,4,RO,0.0,-6,1.0146266325950168,1.1712769718637805
gru_negbin,4,RR,0.0,-2,-1.2767321586083644,-0.3496409172813523
gru_negbin,4,RS,17.0,1,3.248308145131398,2.801447607162277
gru_negbin,4,SC,18.0,0,3.3459889370536025,2.837144887320283
gru_negbin,4,SE,0.0,1,0.26236426446749106,0.5581419483171222
gru_negbin,4,SP,4.0,-1,1.2882698381499236,0.9609907882645672
gru_negbin,4,TO,-4.0,2,-1.1564476624630908,-1.1316718234595395
mechanistic_traj,1,AC,0.0,-8,-1.1970523614813622,-0.4630584261207285
mechanistic_traj,1,AL,0.0,9,-0.23782129647148784,0.10761785295947635
mechanistic_traj,1,AM,0.0,0,-0.6100544219984082,-0.49147798276820454
mechanistic_traj,1,AP,-12.0,-21,-2.9755295662364714,-0.8229872708865874
mechanistic_traj,1,BA,0.0,-3,-0.5726285301867031,-0.7694907761851811
mechanistic_traj,1,CE,6.0,-2,0.2615824472611968,0.1922011815098626
mechanistic_traj,1,DF,8.0,5,-1.5067736547614703,-1.7296828566900773
mechanistic_traj,1,GO,0.0,0,-0.2230203657349791,-0.2754391350413857
mechanistic_traj,1,MA,1.0,-1,-1.1768130359755846,-0.5909983494070868
mechanistic_traj,1,MG,-5.0,0,-2.330627589480324,-2.1880463606292304
mechanistic_traj,1,MS,1.0,3,-2.154991236587154,-1.8809817472037236
mechanistic_traj,1,MT,-1.0,-7,-1.364903171138573,-1.0496654120227802
mechanistic_traj,1,PA,0.0,-1,-0.45198512374305727,-0.25801307749656194
mechanistic_traj,1,PB,0.0,4,-0.6297775666273561,-0.14263043035116943
mechanistic_traj,1,PE,0.0,6,-0.21791250189665726,0.29246187991798406
mechanistic_traj,1,PI,-3.0,7,-1.4429132551193986,-0.770229890033626
mechanistic_traj,1,PR,-5.0,-1,-2.8094170440401474,-2.5775958228216567
mechanistic_traj,1,RJ,-11.0,-1,-1.3166774646516908,-1.0990152707408611
mechanistic_traj,1,RN,0.0,3,-0.17376927497863737,0.31900842725173356
mechanistic_traj,1,RO,0.0,6,-2.7362210780689065,-2.126696855421556
mechanistic_traj,1,RR,-1.0,-11,-0.9382696385929302,0.6132060937390953
mechanistic_traj,1,RS,-9.0,-1,-5.2218990352611305,-4.9062404955583885
mechanistic_traj,1,SC,-9.0,1,-6.526714454784496,-6.188160613610546
mechanistic_traj,1,SE,0.0,-4,-1.5860905484371093,-1.1533413233311716
mechanistic_traj,1,SP,0.0,-1,-1.6101451868764984,-1.5200719961887517
mechanistic_traj,1,TO,1.0,-4,-0.36897681484502753,-0.12287568484640707
mechanistic_traj,2,AC,-3.0,5,-2.438057605606913,-1.2338465089845625
mechanistic_traj,2,AL,-16.0,-9,-1.4896367126214798,-1.1014824238179226
mechanistic_traj,2,AM,-1.0,9,-1.8148551840227043,-1.0015942432801197
mechanistic_traj,2,AP,-12.0,5,-4.324868220833933,-3.3584460159329415
mechanistic_traj,2,BA,-13.0,2,-2.9384910062403633,-2.4150789840293454
mechanistic_traj,2,CE,-6.0,3,0.003365118150313555,0.3692180684884623
mechanistic_traj,2,DF,-1.0,9,-4.8547101877193555,-3.6906826721015973
mechanistic_traj,2,GO,-12.0,4,-2.2215115926790916,-1.8687669958532027
mechanistic_traj,2,MA,-15.0,4,-2.1802750190224462,-1.3073927501639995
mechanistic_traj,2,MG,-2.0,4,-4.031000829201541,-3.623594948921829
mechanistic_traj,2,MS,-8.0,0,-0.9789043246021419,-0.9041020326306816
mechanistic_traj,2,MT,-6.0,-10,-2.159909148446232,-1.4490766826562087
mechanistic_traj,2,PA,-12.0,1,-1.9103473339017254,-1.4975726439728552
mechanistic_traj,2,PB,-1.0,7,-1.6291429835134328,-0.6905932440954738
mechanistic_traj,2,PE,-1.0,5,-1.3135590727781408,-0.8711130990483934
mechanistic_traj,2,PI,0.0,9,-1.997948507428653,-1.379183577820664
mechanistic_traj,2,PR,1.0,2,-3.6650675587107515,-3.7587506590664312
mechanistic_traj,2,RJ,-8.0,9,-4.3421741430432315,-3.0603963346562337
mechanistic_traj,2,RN,-3.0,5,-1.4165409475771535,-0.527116236513742
mechanistic_traj,2,RO,-1.0,-2,-2.0860860843985045,-1.1835253362310043
mechanistic_traj,2,RR,0.0,7,-2.0088239744658827,-0.8754687373538999
mechanistic_traj,2,RS,-5.0,-1,-6.453347053831376,-6.352629396319567
mechanistic_traj,2,SC,-11.0,0,-7.153327763615198,-6.983954622584159
mechanistic_traj,2,SE,0.0,7,-1.6971434928532059,-0.9354661925253515
mechanistic_traj,2,SP,-2.0,-3,-3.7028966794653027,-3.2646034699745012
mechanistic_traj,2,TO,-5.0,-5,-0.9395475940384223,-0.2522667107252954
mechanistic_traj,3,AC,0.0,0,-1.5995994634338124,-1.4118508041130686
mechanistic_traj,3,AL,0.0,-10,-1.4508328822574619,-0.49154648147486774
mechanistic_traj,3,AM,0.0,-5,-0.6931471805599453,-0.4771879840206603
mechanistic_traj,3,AP,0.0,9,-2.4350742760401247,-2.002544030927135
mechanistic_traj,3,BA,0.0,2,-0.38820858810995934,-0.49957768686930976
mechanistic_traj,3,CE,13.0,0,1.223341215375606,1.1334378687222357
mechanistic_traj,3,DF,9.0,25,-2.6540952069797994,-0.5756295536949765
mechanistic_traj,3,GO,0.0,-4,-0.9523502200555338,-0.8301335547216364
mechanistic_traj,3,MA,-12.0,-3,-0.9570800728000629,-0.5689957420652381
mechanistic_traj,3,MG,10.0,7,-1.6864692301084352,-1.2752349910674285
mechanistic_traj,3,MS,-7.0,0,-0.42731499089282093,-0.48867727270322525
mechanistic_traj,3,MT,-6.0,8,-1.819762217019417,-1.2684168476893332
mechanistic_traj,3,PA,-1.0,4,-1.5710126943090572,-1.403620249172968
mechanistic_traj,3,PB,0.0,11,-1.1478833376748925,-0.2138630513228711
mechanistic_traj,3,PE,0.0,-13,-1.5469385702576972,-0.7645419747388967
mechanistic_traj,3,PI,5.0,0,-0.8487545248836678,-0.9557867223710966
mechanistic_traj,3,PR,1.0,1,-1.6981193212042363,-1.7300691444216818
mechanistic_traj,3,RJ,8.0,8,-1.5898933163611302,-0.7007582109580813
mechanistic_traj,3,RN,0.0,3,0.202236866494896,0.005595538180803342
mechanistic_traj,3,RO,-5.0,-7,-1.4593194961347804,-0.36261233885265715
mechanistic_traj,3,RR,0.0,17,-1.8971199848858813,-0.6317243679335391
mechanistic_traj,3,RS,-9.0,-1,-5.6468050399136605,-5.239885076656934
mechanistic_traj,3,SC,4.0,-2,-3.8349619592916846,-3.9079954567852173
mechanistic_traj,3,SE,0.0,-12,-0.48550781578170077,0.1364483298757432
mechanistic_traj,3,SP,5.0,3,-2.5890355889524175,-2.451485745187619
mechanistic_traj,3,TO,-2.0,-5,-0.019121041446778397,0.3997867815312472
mechanistic_traj,4,AC,0.0,-2,0.4365556951781954,0.0700426243389531
mechanistic_traj,4,AL,0.0,2,-0.4425688583115416,-0.20042159843757254
mechanistic_traj,4,AM,0.0,17,-1.209837923778334,0.5028042623536315
mechanistic_traj,4,AP,0.0,-13,-1.3217558399823195,-0.4155734974289254
mechanistic_traj,4,BA,1.0,-4,-0.2720077703583378,-0.09500113993459448
mechanistic_traj,4,CE,-21.0,-5,-0.9752582079622708,0.22880154358643848
mechanistic_traj,4,DF,8.0,10,0.3519764231571782,0.4685409136001007
mechanistic_traj,4,GO,0.0,0,-0.8150400515155263,-0.8303149493810311
mechanistic_traj,4,MA,0.0,-3,-1.9213522982736493,-1.5853155181713332
mechanistic_traj,4,MG,9.0,2,-0.14685526822568715,-0.43144534900144654
mechanistic_traj,4,MS,4.0,-1,0.2700065612930586,0.4702498927841454
mechanistic_traj,4,MT,0.0,0,-0.14688003561332016,-0.15654480858234268
mechanistic_traj,4,PA,0.0,0,-0.89336994768314,-0.9602732394440106
mechanistic_traj,4,PB,0.0,-6,-0.7961239048624954,-0.06978144330301195
mechanistic_traj,4,PE,0.0,-5,-1.4055875640545694,-0.9381451677526041
mechanistic_traj,4,PI,-4.0,-3,-2.062966704476331,-1.4941445076314637
mechanistic_traj,4,PR,14.0,0,0.9141551197437335,0.19266448221679172
mechanistic_traj,4,RJ,5.0,3,0.6421062839526342,0.593292701898533
mechanistic_traj,4,RN,0.0,-6,-0.6995780708902357,0.17839196354213174
mechanistic_traj,4,RO,0.0,-5,-0.2076393647782445,0.04686116322903191
mechanistic_traj,4,RR,0.0,-37,-2.0281482472922856,-0.8959115695375028
mechanistic_traj,4,RS,16.0,0,-1.9810014688665833,-2.661075227472729
mechanistic_traj,4,SC,13.0,0,-1.1876919187217985,-1.7808218601893349
mechanistic_traj,4,SE,0.0,-2,-1.1895840668738362,-0.28562233948877036
mechanistic_traj,4,SP,13.0,1,0.7638112300711241,0.09951980019378101
mechanistic_traj,4,TO,-8.0,0,-1.6363453653540248,-1.580248904823791
naive,1,AC,0.0,-2,-2.02537432040956,-1.2354376810375165
naive,1,AL,0.0,25,2.4986159277130335,3.0712207081484078
naive,1,AM,0.0,31,-1.8863478879039703,-1.128190202415737
naive,1,AP,-12.0,-46,,-2.2403262536884383
naive,1,BA,0.0,-15,-1.1266629082839306,-0.5101253296501393
naive,1,CE,0.0,-19,0.9697007973825127,1.7854704202615708
naive,1,DF,0.0,24,-0.1831504006043554,0.45607636090491926
naive,1,GO,0.0,-17,-0.2553586378842602,0.5964897283851762
naive,1,MA,0.0,-6,-0.5054321318975938,0.7198245996039434
naive,1,MG,-13.0,-25,-3.180892282875028,-1.795653029493467
naive,1,MS,-2.0,27,-2.0411896262299556,-0.8213419849033036
naive,1,MT,-1.0,-8,-1.2934442071564283,-0.29258963697916235
naive,1,PA,0.0,-6,-1.2083112059245342,-0.3214877767164671
naive,1,PB,0.0,10,1.073374356078247,2.1404297787643816
naive,1,PE,0.0,0,0.24116205681688804,1.1548311218414933
naive,1,PI,-12.0,-17,0.5437634084151004,1.6429100322362515
naive,1,PR,-18.0,-25,-2.6447170885960127,-1.0095855433033938
naive,1,RJ,-12.0,12,-2.149237303615378,-1.1196360846996145
naive,1,RN,0.0,-11,1.346664566349123,2.577885799828953
naive,1,RO,0.0,0,-1.463255402256019,-0.26950133615886657
naive,1,RR,-1.0,-46,,-2.3785709999719677
naive,1,RS,-21.0,18,-3.0193974008240674,-1.3685884619288888
naive,1,SC,-20.0,-27,-2.7448001347033713,-1.1872417481854112
naive,1,SE,0.0,-13,0.6570711240861357,1.4435079063102956
naive,1,SP,-13.0,24,-1.9182075465059776,-0.5223444199926743
naive,1,TO,0.0,-8,0.2774952271447879,1.2180404305057304
naive,2,AC,-3.0,11,-3.2464004982582906,-1.531925650520099
naive,2,AL,-16.0,12,-1.9072723563498992,-1.0620571654206896
naive,2,AM,-1.0,35,-2.130975191795019,-0.9661267173406128
naive,2,AP,-12.0,-20,-3.8830354685548936,-2.7547894061240568
naive,2,BA,-16.0,-11,-2.7314386681886913,-1.2545454982991562
naive,2,CE,-14.0,-15,-0.7462161486901736,0.5058539296944485
naive,2,DF,-9.0,32,-3.6788291182604347,-2.2544615247303703
naive,2,GO,-12.0,-16,-3.2471244483177912,-2.08071540422223
naive,2,MA,-16.0,-7,-2.6286651718476444,-1.0451207080578615
naive,2,MG,-12.0,27,-3.582557632741096,-2.1690551044389377
naive,2,MS,-12.0,28,-1.156402368426391,-0.0024531110579554326
naive,2,MT,-6.0,22,-1.6524039483175437,-0.6006153467516471
naive,2,PA,-12.0,3,-2.6944662926673977,-1.6478037802523806
naive,2,PB,-1.0,13,-1.7791562970747294,-0.5256273176505526
naive,2,PE,-1.0,-4,-2.1819103423631767,-1.2998853382466327
naive,2,PI,-12.0,-15,-1.4346129383906983,-0.3368493105321665
naive,2,PR,-12.0,-24,-3.292990318296767,-1.9959499830352354
naive,2,RJ,-12.0,16,-3.1237316328833047,-1.57537323422672
naive,2,RN,-3.0,-7,-2.1465808445174646,-0.7956194471537533
naive,2,RO,-1.0,-5,-1.9376660792802314,-0.2489758736680163
naive,2,RR,0.0,-35,-2.6149597780361984,-1.3414437949545388
naive,2,RS,-17.0,5,-3.850657368386992,-2.232670678275957
naive,2,SC,-17.0,10,-2.558009874070118,-1.0289240730748015
naive,2,SE,0.0,-2,-0.39786050872294504,0.425656356668615
naive,2,SP,-15.0,20,-4.23604494560661,-2.892094746405727
naive,2,TO,-6.0,-6,-2.1026984038441032,-0.8932386695187912
naive,3,AC,0.0,3,-2.924857933967334,-2.0691156532432537
naive,3,AL,0.0,-20,0.5363889373256061,1.5723841453614271
naive,3,AM,0.0,27,-1.7768338190113793,-0.9927175645799807
naive,3,AP,0.0,-16,0.40789524296145613,1.2992985773347425
naive,3,BA,0.0,-14,0.19976606438553207,0.8739760460222255
naive,3,CE,0.0,-20,0.0660364761333491,1.0119698058822029
naive,3,DF,0.0,45,0.23121324895981876,0.8012415255592126
naive,3,GO,0.0,-24,-0.3297564576784911,0.4410435059057025
naive,3,MA,-13.0,-6,-1.2218963205148408,-0.07336348926902998
naive,3,MG,-2.0,32,-0.4576649789368664,0.4684904336576053
naive,3,MS,-11.0,25,-1.1434746927253698,-0.0521923816791227
naive,3,MT,-6.0,36,-0.948024827278375,0.1618876184431518
naive,3,PA,-1.0,-1,-1.1431135133386197,-0.182810813077288
naive,3,PB,0.0,17,-0.5988365010887039,0.19044730806048804
naive,3,PE,0.0,-23,-0.032420034522576587,0.49844758498524666
naive,3,PI,-7.0,-23,-0.38386599630470253,0.5839013085248631
naive,3,PR,-12.0,-25,-0.22567346818768405,1.1040730100267684
naive,3,RJ,0.0,17,-0.21985947611301976,0.9632767648842195
naive,3,RN,0.0,-13,-0.3841423386393432,0.18661260426809917
naive,3,RO,-5.0,-12,-1.5546296759391054,-0.48687700914963616
naive,3,RR,0.0,-27,0.4054651081081644,1.249201365248507
naive,3,RS,-21.0,-25,-1.1782479130875,0.49799705870502914
naive,3,SC,-8.0,5,0.5299926914835499,1.8545145223923145
naive,3,SE,0.0,-22,0.30673026742247544,1.068638545277929
naive,3,SP,-8.0,26,-0.6055384861476867,0.58706722947588
naive,3,TO,-2.0,-25,-1.1216018068928084,-0.10523743116016339
naive,4,AC,0.0,3,-0.12306009275722725,0.19215420726416993
naive,4,AL,0.0,-9,-0.7199944305961333,0.17102948344215943
naive,4,AM,0.0,13,-0.6931471805599453,0.15261752506163118
naive,4,AP,0.0,-32,0.3364722366212129,1.1097252780960558
naive,4,BA,0.0,-17,-0.9492122115994491,-0.18401959542588003
naive,4,CE,-21.0,-26,-2.71445534709947,-0.9601011696385084
naive,4,DF,0.0,-21,-0.6667139234917899,-0.1884393907270046
naive,4,GO,0.0,-20,-1.1301004034336097,-0.46097896466238963
naive,4,MA,0.0,-9,-2.1421401358953998,-1.3121506156971439
naive,4,MG,0.0,-26,-1.0971028544192554,-0.4358760857553374
naive,4,MS,0.0,-9,-0.43973851067592445,0.5192159223583745
naive,4,MT,0.0,-5,-0.20535180406865391,0.29768677341763483
naive,4,PA,0.0,-6,-0.9082585601768909,-0.3283346199384121
naive,4,PB,0.0,-1,-0.9441207191153753,-0.029811805381661057
naive,4,PE,0.0,-15,-1.1746820074048705,-0.39362365697075624
naive,4,PI,-16.0,-26,-1.7368183511967539,-0.6390490545535163
naive,4,PR,0.0,-26,-0.2657031657330056,0.25038314974998177
naive,4,RJ,0.0,12,-0.4724045907832737,0.2790848741315383
naive,4,RN,0.0,-21,-1.0670639309331837,-0.03543725994992273
naive,4,RO,0.0,-17,-0.05715841383994864,0.5331592183985923
naive,4,RR,0.0,-37,-1.1526795099383855,0.14435495887010374
naive,4,RS,0.0,3,0.32988242694215736,1.0467339675075027
naive,4,SC,0.0,8,0.4054651081081644,1.0823109872567973
naive,4,SE,0.0,-13,-1.2636920390275583,0.14110572757177212
naive,4,SP,0.0,-23,0.2781604743319031,0.7308511750792428
naive,4,TO,-9.0,-20,-2.679694975347085,-2.000549544642735
seasonal_naive,1,AC,0.0,-6,-1.0185695809945732,-0.09939453902220151
seasonal_naive,1,AL,0.0,8,0.5302673053805761,0.8688555814621827
seasonal_naive,1,AM,0.0,-1,-0.30100752704893036,-0.22767282469753874
seasonal_naive,1,AP,-12.0,-21,-2.1426204433013676,-0.24789608899823212
seasonal_naive,1,BA,7.0,-4,0.10764293601319709,-0.22747047196050657
seasonal_naive,1,CE,7.0,0,0.8146324337246784,0.5105750286011659
seasonal_naive,1,DF,12.0,3,-0.5548632219076282,-1.015316838399039
seasonal_naive,1,GO,0.0,-1,0.14755869814510542,0.1452348596548005
seasonal_naive,1,MA,1.0,6,-0.649850374806621,-0.14230450674810233
seasonal_naive,1,MG,-1.0,1,-1.9097585669383006,-1.7461747514860593
seasonal_naive,1,MS,5.0,2,-1.3235228284956917,-1.321365959268301
seasonal_naive,1,MT,0.0,-8,-1.0752389374828009,-0.6832869041722692
seasonal_naive,1,PA,0.0,-2,-0.08465288533033691,0.09639935837152303
seasonal_naive,1,PB,0.0,4,-0.09554385196335048,0.3087200661795722
seasonal_naive,1,PE,0.0,3,0.11232918497391972,0.6192478469497761
seasonal_naive,1,PI,0.0,7,-0.8253688153024045,-0.26243699919405705
seasonal_naive,1,PR,-4.0,-3,-2.095836932566923,-1.8197716764386218
seasonal_naive,1,RJ,-5.0,3,-0.6627160633574055,-0.5197905540259766
seasonal_naive,1,RN,1.0,2,0.706352044855116,0.7636714978003225
seasonal_naive,1,RO,0.0,5,-2.330755969960742,-1.5973510251505179
seasonal_naive,1,RR,-1.0,1,-0.6097655716208943,1.152422737565682
seasonal_naive,1,RS,-9.0,-1,-4.155547608811243,-4.109909078763212
seasonal_naive,1,SC,-20.0,-2,-6.5780077491720474,-5.980419627979615
seasonal_naive,1,SE,0.0,-2,-1.3476795249921112,-0.8229522416633642
seasonal_naive,1,SP,-1.0,-1,-0.8774427091198094,-0.7694653072286294
seasonal_naive,1,TO,2.0,-1,0.19944143900742142,0.47092933446072516
seasonal_naive,2,AC,-3.0,7,-1.848545314737324,-0.8646445736723348
seasonal_naive,2,AL,-16.0,-8,-0.8835009090511642,-0.5168435883038895
seasonal_naive,2,AM,-1.0,2,-1.3939338176778482,-0.6978091936657566
seasonal_naive,2,AP,-12.0,5,-3.3234196806194714,-2.6849458327567923
seasonal_naive,2,BA,-9.0,0,-2.3153432397787705,-1.8804318815018386
seasonal_naive,2,CE,-14.0,5,0.12846238712122532,0.6686684872156414
seasonal_naive,2,DF,3.0,10,-4.044087805890559,-3.043581216329913
seasonal_naive,2,GO,-12.0,1,-1.7810810221633853,-1.5382914022491312
seasonal_naive,2,MA,-15.0,4,-1.6266797188686064,-0.8902926744002346
seasonal_naive,2,MG,0.0,4,-3.586074864270381,-3.099033115313415
seasonal_naive,2,MS,-6.0,4,-0.22759191120730854,-0.16377178953213284
seasonal_naive,2,MT,-3.0,-9,-1.526523702428541,-1.0016870824116333
seasonal_naive,2,PA,-12.0,1,-1.6098402459740278,-1.1783007929692826
seasonal_naive,2,PB,-1.0,7,-1.5052976531815034,-0.38539531675682415
seasonal_naive,2,PE,-1.0,2,-0.964052618318021,-0.5569372518881208
seasonal_naive,2,PI,0.0,9,-1.655284300559519,-0.8710621418362495
seasonal_naive,2,PR,2.0,0,-2.7039364268667567,-2.8980580050842737
seasonal_naive,2,RJ,-3.0,10,-3.9026575469820224,-2.509058479462147
seasonal_naive,2,RN,-3.0,4,-1.2867567243110807,-0.20096121614524914
seasonal_naive,2,RO,-1.0,-3,-1.4477471403335542,-0.5854251352516066
seasonal_naive,2,RR,0.0,12,-0.8803587226480918,-0.21023034491103124
seasonal_naive,2,RS,1.0,-2,-5.479897908117272,-5.2578905792472534
seasonal_naive,2,SC,-5.0,1,-6.1506794632088315,-6.095356593788466
seasonal_naive,2,SE,0.0,9,-1.4412101187160054,-0.6376516588145286
seasonal_naive,2,SP,-3.0,-5,-3.1502235289991183,-2.552852089940593
seasonal_naive,2,TO,-4.0,-4,-0.3968813644167729,0.24454291585507182
seasonal_naive,3,AC,0.0,-1,-1.2345679249041388,-0.9411818922697575
seasonal_naive,3,AL,0.0,-10,-0.5045211341284489,0.29017745128525185
seasonal_naive,3,AM,0.0,-6,-0.5728610146854433,-0.12429272741696061
seasonal_naive,3,AP,0.0,9,-1.6241440598237957,-1.2460105175213292
seasonal_naive,3,BA,7.0,-3,0.388748761546269,0.10166991380910538
seasonal_naive,3,CE,0.0,-3,1.4686052863805756,1.466235259644769
seasonal_naive,3,DF,10.0,17,-2.2286294321649653,0.1657254066135815
seasonal_naive,3,GO,0.0,-8,-0.508865567716219,-0.3808675557737516
seasonal_naive,3,MA,-12.0,-2,-0.3992150877629932,-0.10336466023211172
seasonal_naive,3,MG,10.0,10,-1.0284020745830296,-0.6393103625438877
seasonal_naive,3,MS,-3.0,-4,0.409328602933209,0.3026035982682991
seasonal_naive,3,MT,-2.0,5,-1.5390878817250406,-0.7797238190379386
seasonal_naive,3,PA,-1.0,3,-1.3510154486842123,-1.0070682014270853
seasonal_naive,3,PB,0.0,8,-0.8157495026522777,0.16187037281112185
seasonal_naive,3,PE,0.0,-17,-1.2551931033486599,-0.364339281300993
seasonal_naive,3,PI,5.0,1,-0.26323800851608786,-0.3295382786614632
seasonal_naive,3,PR,2.0,0,-0.8967911062331334,-1.0875230594767442
seasonal_naive,3,RJ,8.0,12,-1.4912372530506197,-0.1689666327872301
seasonal_naive,3,RN,1.0,-2,0.6077019746030605,0.3535739484335022
seasonal_naive,3,RO,-5.0,-5,-0.6383389440649504,0.2619431738365508
seasonal_naive,3,RR,0.0,8,-0.7985076962177716,0.1479908289348652
seasonal_naive,3,RS,-2.0,-3,-4.436697247020208,-3.976948471639228
seasonal_naive,3,SC,5.0,-1,-2.662737853280329,-3.170854655369206
seasonal_naive,3,SE,0.0,-11,-0.09402894964827634,0.6257058997644128
seasonal_naive,3,SP,4.0,2,-1.7766855230016037,-1.6689434038632498
seasonal_naive,3,TO,0.0,-8,0.4547361571149471,0.8315595517010596
seasonal_naive,4,AC,0.0,-1,0.9854239443900367,0.7232653265730522
seasonal_naive,4,AL,0.0,-1,0.2797867478314597,0.3650108064380538
seasonal_naive,4,AM,0.0,17,-0.7288652631620245,0.8959238703607594
seasonal_naive,4,AP,0.0,-12,-0.4307829160924542,0.46315552174786045
seasonal_naive,4,BA,6.0,-5,0.28174028432303005,0.40133542432383995
seasonal_naive,4,CE,-21.0,-8,-0.6031474558936992,0.5231070940725076
seasonal_naive,4,DF,9.0,9,0.7908894653328826,0.9554394844617952
seasonal_naive,4,GO,0.0,-3,-0.48264711347372147,-0.437885213267996
seasonal_naive,4,MA,3.0,-2,-1.3404023678632353,-1.1106629037083506
seasonal_naive,4,MG,13.0,3,0.536770123555466,0.2559321471741978
seasonal_naive,4,MS,8.0,0,1.116422198420571,1.0959189795958484
seasonal_naive,4,MT,3.0,-2,0.35272670454788235,0.31744773374214713
seasonal_naive,4,PA,0.0,-1,-0.344366215474208,-0.4870090921483412
seasonal_naive,4,PB,0.0,-9,-0.6063347095878783,0.20436043809275278
seasonal_naive,4,PE,0.0,-7,-0.9556706933755713,-0.5412265351727595
